image_name,caption,reference,img_path,label
img1074,"Applications of Ga-based phase change materials. (a) Prototype design of magnetic-controlled heat dissipation. conduit: shell, gallium-based PCM, copper needle array, permanent magnets, and vibration source. (b) Thermal cycling performance of the conduit. (c) dynamic heating-cooling cycle of the conduit. (d) Lifting force of the conduit with solidified Ga. (e) Magnetic-controlled deformation of the conduit to go through the path and lift the rings. (f) Schematic of the adaptable gripper based on fast phase transitions of Ga. (g) Lifting force of the gripper when Ga passes through a hole of an object and attaches to the surface of the object. (h) Performance of the gripper to grasp objects in air and underwater.","This module consists of liquid Ga, a rubber shell, cooling plates, Cu needles, a permanent magnet and a vibration source ( Fig. 4 a). || As shown in Fig. 4 b and c, under vibration, it enables simultaneous heating and cooling on both sides, completing multiple thermal cycles within a short period and thereby realising continuous and durable control of phase change and heat dissipation. Fig. 4 d exhibits the lifting force of the module with solidified Ga. || For example, the module can navigate through a series of circular paths guided by the magnetic field while dynamically tuning its stiffness and subsequently lift the objects collectively ( Fig. 4 e, Movie S1). || Moreover, a Ga-based gripper with tunable stiffness is developed ( Fig. 4 f). || Notably, when the Ga droplet passes through a hole in an object, the lifting force can reach up to 34 N, whereas attachment to a surface produces a maximum lift force of 4.6 N ( Fig. 4 g). Fig. 4 h, Movie S2 and S3 present the gripper’s superior grasping performance both in air and underwater, highlighting its practical application in intelligent robotics.",selected_images/img1074.jpg,"[{""x"":0.5180518051805181,""y"":0.7407407407407408,""width"":99.48194819481948,""height"":22.37037037037037,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3333,""original_height"":3885},{""x"":0.17268393506017268,""y"":24.296296296296298,""width"":34.70947094709471,""height"":30.22222222222222,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3333,""original_height"":3885},{""x"":35.745574557455754,""y"":24.000000000000007,""width"":31.255792245891246,""height"":32.148148148148145,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3333,""original_height"":3885},{""x"":67.51941860852752,""y"":24.14814814814815,""width"":32.480581391472484,""height"":32.59259259259258,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3333,""original_height"":3885},{""x"":0,""y"":55.25925925925927,""width"":99.99999999999997,""height"":15.259259259259265,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":3333,""original_height"":3885},{""x"":0,""y"":70.5185185185185,""width"":28.32016534986832,""height"":28.888888888888886,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":3333,""original_height"":3885},{""x"":28.49284928492849,""y"":70.81481481481482,""width"":39.54462112877955,""height"":29.037037037037038,""rotation"":0,""rectanglelabels"":[""G""],""original_width"":3333,""original_height"":3885},{""x"":69.07357402406907,""y"":70.81481481481482,""width"":30.910424375770894,""height"":29.185185185185187,""rotation"":0,""rectanglelabels"":[""H""],""original_width"":3333,""original_height"":3885}]"
img1097,"Cross-section area curves of block support structures and cube samples along build direction z at increasing wall thicknesses (a) 0.1 mm or 12%, (b) 0.2 mm or 26%, (c) 0.3 mm or 38%, (d) 0.4 mm or 49%, (e) 0.5 mm or 58%.",The curves in Fig. 4 contain information about support structures and cube samples.,selected_images/img1097.jpg,"[{""x"":0,""y"":0,""width"":49.71908833088368,""height"":32.73231622746186,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2680,""original_height"":2929},{""x"":50.325418676382306,""y"":0.13869625520110956,""width"":49.674581323617694,""height"":32.73231622746186,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2680,""original_height"":2929},{""x"":0.15158258637464553,""y"":34.11927877947296,""width"":49.87067091725837,""height"":32.316227461858524,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2680,""original_height"":2929},{""x"":50.6285838491316,""y"":34.11927877947296,""width"":49.3714161508684,""height"":33.00970873786408,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2680,""original_height"":2929},{""x"":25.3142919245658,""y"":68.0998613037448,""width"":54.87289626762168,""height"":31.900138696255198,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2680,""original_height"":2929}]"
img1098,"Properties of cube samples (a) relative density ρ r with an error ≤ 0 . 01 % ; mean of 3 weighings in air and in water, (b) mean roughness depth R z ; mean of 5 measuring tracks per point, (c) warping of downskin corners which had contact with support structures; mean of 8 corners in total and (d) height of visible tarnish color on the part from the interface with support structures on; mean of 4–6 values depending on the visibility.","Fit functions of the properties presented in Fig. 5 depending on the supported area portion of cube samples including statistical measures; it should result in from fitting and from ANOVA to assure proper fits of significant effects. || Physical properties of cube samples are summarized in Fig. 5 . || With respect to the narrow scale and the absence of a clear trend in Fig. 5 (a), the wall thickness of support structures or the supported surface area portion does not seem to significantly influence on the relative density. || The mean roughness depth , measured across the laser scan pattern, see Fig. 5 (b), depends on and decreases as increases. || As indicated by Fig. 5 (c), mean warping decreases as increases.",selected_images/img1098.jpg,"[{""x"":0,""y"":0.27739251040221913,""width"":50.310195439386305,""height"":47.43411927877945,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2687,""original_height"":1719},{""x"":50.39892594280677,""y"":0.13869625520110956,""width"":49.60107405719323,""height"":47.8502080443828,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2687,""original_height"":1719},{""x"":0.3549220136817378,""y"":47.988904299583915,""width"":49.68908191544329,""height"":52.011095700416085,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2687,""original_height"":1719},{""x"":50.66511745306808,""y"":48.95977808599168,""width"":49.33488254693192,""height"":51.04022191400832,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2687,""original_height"":1719}]"
img1099,"Cross-sectional area curves of support structures of different wall thicknesses applied to oxygenator accessory in different build orientation (a) 0.4 mm, 0°, (b) 0.5 mm, 0°, (c) 0.4 mm, 15°, (d) 0.5 mm, 15°, (e) 0.4 mm, 30°and (f) 0.5 mm, 30°.","Therefore, the curves in Fig. 6 represent the cross-sectional areas of the support structures only. || At an inclination of 0°, as shown in Fig. 6 (a)–(b), the block support structures under the base plate provide the largest cross-section, while support structures of the inlet, outlet and socket B contribute far less. || With inclinations of 15°and 30°, as seen in Fig. 6 (c)–(f), curves contain large oscillations due to the lattice character of the block support structures.",selected_images/img1099.jpg,"[{""x"":0.15487748497457235,""y"":0,""width"":48.4766527970411,""height"":32.31622746185853,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2700,""original_height"":3015},{""x"":51.10957004160889,""y"":0.5547850208044383,""width"":48.8904299583911,""height"":33.00970873786408,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2700,""original_height"":3015},{""x"":0.15487748497457235,""y"":33.00970873786408,""width"":48.786407766990294,""height"":32.73231622746186,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2700,""original_height"":3015},{""x"":49.71567267683773,""y"":33.980582524271846,""width"":50.28432732316228,""height"":32.17753120665742,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2700,""original_height"":3015},{""x"":0.15487748497457235,""y"":67.26768377253815,""width"":49.25104022191401,""height"":32.73231622746185,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2700,""original_height"":3015},{""x"":50.49006010171059,""y"":67.26768377253815,""width"":49.50993989828941,""height"":32.73231622746185,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2700,""original_height"":3015}]"
img1101,"Evolution of shape deviations and downskin-related particle adhesion on inlet front sides depending on the support structure wall thickness and the inclination during build jobs (a) 0.4 mm, 0°, (b) 0.4 mm, 15°, (c) 0.4 mm, 30°, (d) 0.5 mm, 0°, (e) 0.5 mm, 15°and (f) 0.5 mm, 30°.","Depending on the inclination with respect to the substrate, shape deviations and downskin-related particle adhesion form on the front sides of the inlet of the oxygenator accessory, as depicted in Fig. 8 . || At 15°, see Fig. 8 (b) and (e), tarnished chamfer-like shape deviations form and point toward the mounting plate. || At 30°, see Fig. 8 (c) and (f), the same effect leads to strong surface topographies and severely damaged front sides that cannot serve as sealing surfaces without laborious post-processing. || Measurements of surface roughness and geometrical accuracy clarify whether the perceptions from Fig. 8 can be quantified.",selected_images/img1101.jpg,"[{""x"":68.79468363688504,""y"":0.27739251040222307,""width"":30.907756416571463,""height"":42.71844660194177,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2689,""original_height"":1933},{""x"":68.7931362632681,""y"":48.68238557558943,""width"":30.808053976518057,""height"":39.52843273231629,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2689,""original_height"":1933},{""x"":34.49704425849598,""y"":0.27739251040221913,""width"":30.808053976518067,""height"":42.71844660194177,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2689,""original_height"":1933},{""x"":0,""y"":-2.1094237467877974e-15,""width"":30.808053976518067,""height"":42.71844660194177,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2689,""original_height"":1933},{""x"":1.6098233857064768e-15,""y"":47.71151178918169,""width"":30.808053976518067,""height"":42.71844660194177,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2689,""original_height"":1933},{""x"":34.497044258496004,""y"":47.295423023578344,""width"":31.007458856624996,""height"":43.273231622746266,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2689,""original_height"":1933}]"
img1106,All possible types of contours.,"Based on all complex geometries, they can be broadly classified into the following contours below (see Fig. 4 ).",selected_images/img1106.jpg,"[{""x"":0.3949447077409162,""y"":0.16299043099098623,""width"":35.38704581358609,""height"":49.22311015927784,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2959,""original_height"":1434},{""x"":64.45497630331754,""y"":2.770837326846766,""width"":35.54502369668246,""height"":45.148349384503184,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2959,""original_height"":1434},{""x"":0,""y"":52.80889964107954,""width"":38.309636650868875,""height"":47.19110035892046,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2959,""original_height"":1434},{""x"":64.13902053712481,""y"":52.31992834810658,""width"":35.86097946287519,""height"":47.26722498738601,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2959,""original_height"":1434}]"
img1112,STL models of different geometries.,"To demonstrate the robustness of our methodology, we applied it to a series of geometries featuring a range of surface complexities and topologies. Fig. 10 presents six distinct STL models that were used for this evaluation.",selected_images/img1112.jpg,"[{""x"":0.15697141180701826,""y"":0.27739251040221913,""width"":40.027710010789654,""height"":29.126213592233007,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2846,""original_height"":3221},{""x"":56.980622485947585,""y"":0,""width"":43.01937751405235,""height"":28.71012482662969,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2846,""original_height"":3221},{""x"":1.6653345369377344e-15,""y"":33.2871012482663,""width"":42.539252599701946,""height"":31.622746185852986,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2846,""original_height"":3221},{""x"":53.52725142619321,""y"":31.067961165048548,""width"":46.47274857380678,""height"":34.119278779472914,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2846,""original_height"":3221},{""x"":0.7848570590350913,""y"":66.57420249653259,""width"":45.050795188614245,""height"":33.42579750346741,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2846,""original_height"":3221},{""x"":53.841194249807266,""y"":66.99029126213593,""width"":46.15880575019273,""height"":33.00970873786408,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2846,""original_height"":3221}]"
img1113,Sliced models.,"Next, as an example, we present a slice plane and its intersection with the facets as shown in Fig. 11 .",selected_images/img1113.jpg,"[{""x"":0,""y"":0.27739251040221913,""width"":41.02550342642683,""height"":28.71012482662968,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2843,""original_height"":3222},{""x"":61.14529054743315,""y"":0,""width"":38.85470945256688,""height"":30.651872399445203,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2843,""original_height"":3222},{""x"":0,""y"":33.287101248266296,""width"":44.95514934849837,""height"":31.900138696255212,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2843,""original_height"":3222},{""x"":59.416246341721624,""y"":31.345353675450728,""width"":40.58375365827837,""height"":33.56449375866846,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2843,""original_height"":3222},{""x"":0.15718583688286142,""y"":66.43550624133148,""width"":45.42670685914695,""height"":33.56449375866852,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2843,""original_height"":3222},{""x"":58.78750299419016,""y"":65.74202496532594,""width"":40.71113175266112,""height"":34.25797503467406,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2843,""original_height"":3222}]"
img1115,3D Stencils for various models.,"Fig. 13 shows the results of our systematic implementation of obtaining the 3D stencil grid point data. || Another aspect is the shapes of the models, for example, in Fig. 13 are geometries with sharp-edged geometries, and in Fig. 13 are complex 3D space-defined structures that cannot be simplified to extruded forms, in contrast to the remainder of the models considered here. || (14) As an example, we consider the cuboid and hole models in Fig. 13 here we have the 3D stencil which had been generated using Section 2 . || The following thermal boundary conditions are applied on the boundary points denoted as ‘ ’ and the initial conditions on all the 3D stencil points denoted as ‘ ’ and ‘ ’ in Fig. 13 .",selected_images/img1115.jpg,"[{""x"":0,""y"":0,""width"":43.61852750809059,""height"":28.432732316227455,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2880,""original_height"":3178},{""x"":55.862324703344115,""y"":0,""width"":44.13767529665588,""height"":28.29403606102636,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2880,""original_height"":3178},{""x"":0,""y"":32.45492371705964,""width"":44.53681229773463,""height"":32.45492371705964,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2880,""original_height"":3178},{""x"":55.25013484358144,""y"":30.651872399445214,""width"":44.74986515641856,""height"":34.812760055478506,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2880,""original_height"":3178},{""x"":0,""y"":66.57420249653259,""width"":48.51604638619201,""height"":33.4257975034674,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2880,""original_height"":3178},{""x"":54.790992448759404,""y"":66.7128987517337,""width"":45.20900755124055,""height"":33.28710124826627,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2880,""original_height"":3178}]"
img1123,"Molecular weight, ( N ).","As seen in the Holes model ( Fig. 21 ), the presence of irregular internal shapes enhances the rate of fluid diffusion, as these features introduce more surface area exposed to the surrounding environment.",selected_images/img1123.jpg,"[{""x"":67.0525058571398,""y"":51.87239944521498,""width"":32.9474941428602,""height"":48.127600554785026,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2722,""original_height"":1637},{""x"":0.2502341327305837,""y"":0,""width"":32.9474941428602,""height"":48.127600554785026,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2722,""original_height"":1637},{""x"":33.69819654105195,""y"":-2.2204460492503136e-16,""width"":32.9474941428602,""height"":48.127600554785026,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2722,""original_height"":1637},{""x"":67.0525058571398,""y"":3.2196467714129536e-15,""width"":32.9474941428602,""height"":48.127600554785026,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2722,""original_height"":1637},{""x"":-2.370693936679268e-15,""y"":51.87239944521498,""width"":32.9474941428602,""height"":48.127600554785026,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2722,""original_height"":1637},{""x"":33.28113965316765,""y"":51.87239944521498,""width"":32.9474941428602,""height"":48.127600554785026,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2722,""original_height"":1637}]"
img1124,"Molecular weight, ( N ).","For instance, in the twisted sphere ( Fig. 22 ), the arms extending from the sphere erode significantly faster than the core where they converge.",selected_images/img1124.jpg,"[{""x"":67.19278559669064,""y"":50.762829403606105,""width"":32.807214403309366,""height"":49.237170596393895,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2524,""original_height"":1567},{""x"":0.6888653942952098,""y"":0,""width"":32.807214403309366,""height"":49.237170596393895,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2524,""original_height"":1567},{""x"":33.92662066903908,""y"":-1.942890293094024e-15,""width"":32.807214403309366,""height"":49.237170596393895,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2524,""original_height"":1567},{""x"":67.19278559669063,""y"":3.552713678800501e-15,""width"":32.807214403309366,""height"":49.237170596393895,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2524,""original_height"":1567},{""x"":-1.5543122344752194e-15,""y"":50.762829403606105,""width"":32.807214403309366,""height"":49.237170596393895,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2524,""original_height"":1567},{""x"":34.35716154047359,""y"":50.762829403606105,""width"":32.807214403309366,""height"":49.237170596393895,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2524,""original_height"":1567}]"
img1125,"Molecular weight, ( N ).","A similar trend is observed in the gyroid unit cell ( Fig. 23 ), where the central region — where multiple webs intersect — resists degradation longer, while the outer, thinner regions erode more quickly.",selected_images/img1125.jpg,"[{""x"":67.33364976969716,""y"":51.87239944521498,""width"":32.66635023030285,""height"":48.12760055478502,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2399,""original_height"":1483},{""x"":2.220446049250314e-16,""y"":1.3322676295501878e-15,""width"":32.66635023030285,""height"":48.12760055478502,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2399,""original_height"":1483},{""x"":34.03816546307146,""y"":0.4160887656033287,""width"":32.66635023030285,""height"":48.12760055478502,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2399,""original_height"":1483},{""x"":67.33364976969716,""y"":1.7763568394002505e-15,""width"":32.66635023030285,""height"":48.12760055478502,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2399,""original_height"":1483},{""x"":1.3322676295501878e-15,""y"":51.87239944521498,""width"":32.66635023030285,""height"":48.12760055478502,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2399,""original_height"":1483},{""x"":33.523734750783234,""y"":51.87239944521498,""width"":32.66635023030285,""height"":48.12760055478502,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2399,""original_height"":1483}]"
img1126,"Molecular weight, ( N ).","Over a simulated period of 30 days ( Fig. 24 ), the model demonstrated clear and realistic erosion patterns, providing strong evidence that the simulation effectively captures the influence of geometry on molecular weight reduction and material degradation.",selected_images/img1126.jpg,"[{""x"":68.26045137394327,""y"":1.3550572283913145e-15,""width"":31.739548626056735,""height"":48.8210818307905,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2610,""original_height"":1597},{""x"":68.3453164772214,""y"":51.17891816920949,""width"":31.654683522778537,""height"":48.82108183079052,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2610,""original_height"":1597},{""x"":34.11577151784718,""y"":1.1102230246251565e-15,""width"":33.776311104734255,""height"":48.82108183079055,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2610,""original_height"":1597},{""x"":0,""y"":0,""width"":33.776311104734255,""height"":48.82108183079055,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2610,""original_height"":1597},{""x"":-1.887379141862766e-15,""y"":51.17891816920945,""width"":33.776311104734255,""height"":48.82108183079055,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2610,""original_height"":1597},{""x"":34.11577151784718,""y"":51.17891816920945,""width"":33.776311104734255,""height"":48.82108183079055,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2610,""original_height"":1597}]"
img1128,"Molecular weight, ( N ).","For example, see ( Fig. 26 ) where we can clearly see the variations in the spatial locations at the same time stamp for different grid sizes and their influence on the physical process of erosion.",selected_images/img1128.jpg,"[{""x"":50.39340933247758,""y"":50.3467406380028,""width"":49.60659066752242,""height"":49.65325936199721,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2859,""original_height"":2905},{""x"":0,""y"":0,""width"":49.60659066752242,""height"":49.65325936199721,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2859,""original_height"":2905},{""x"":50.39340933247758,""y"":-1.3322676295501878e-15,""width"":49.60659066752242,""height"":49.65325936199721,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2859,""original_height"":2905},{""x"":0,""y"":50.3467406380028,""width"":49.60659066752242,""height"":49.65325936199721,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2859,""original_height"":2905}]"
img1168,"Transient temperature results of experimental comparison across the five heat sink designs tested under vacuum conditions. (a) Titanium heat sinks at 50% duty cycle, (b) Titanium heat sinks at 100% duty cycle, (c) Stainless steel heat sinks at 50% duty cycle, (d) Stainless steel heat sinks at 100% duty cycle.","The experimental results indicate that titanium heat sinks exhibited higher temperatures than stainless steel heat sinks for both power levels, as shown in Fig. 5 . Figs. 5(a) and 5(c) show that, at 50% duty cycle, the temperatures achieved at the end of the 60-minute heating phase ranged between 80 and 86 °C for titanium, whereas stainless steel heat sinks remained below 80 °C, except for the hollow design P1, which reached approximately 90 °C. || Under 100% duty cycle, the titanium heat sinks achieved the setpoint temperature of 100 °C more rapidly than the stainless steel heat sinks, as shown in Figs. 5(b) and 5(d) . || Under 50% duty cycle ( Figs. 5(a) and 5(c) ), the gyroid-cells heat sink (P2) exhibited the lowest temperatures, whereas the hollow heat sink (P1) stood out as the highest-temperature case among the stainless steel designs. || For 100% duty cycle, a similar trend was observed in the operating time to reach the set point temperature of 100 °C, as shown in Figs. 5(b) and 5(d) . || From Fig. 5(d) , the stainless steel P3 and P4 increased the operating time by 1207 s and 1332 s relative to the “No heat sink” case.",selected_images/img1168.jpg,"[{""x"":51.96664811684866,""y"":8.881784197001252e-16,""width"":48.03335188315135,""height"":50.20804438280157,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3083,""original_height"":2579},{""x"":51.85062552775879,""y"":51.31761442441061,""width"":48.149374472241206,""height"":48.6823855755894,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3083,""original_height"":2579},{""x"":0,""y"":0,""width"":51.1659617885744,""height"":50.20804438280162,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3083,""original_height"":2579},{""x"":2.885365275162728e-15,""y"":51.317614424410586,""width"":51.1659617885744,""height"":48.68238557558942,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3083,""original_height"":2579}]"
img117,The morphology of the feedstock powders and schematic plot of the horizontal (H) and vertical (V) samples for 4D printing. The low (a) and high magnification image (b) of the HESMA powders. The low (c) and high magnification image (d) of the uniformly blended TiN/HESMA powders. (e) Schematic plot of the 4D printed samples.,"The spherical HESMA powder was prepared using vacuum induction melting inert gas-atomization (VIGA) technique, the morphology of the powder at different magnifications is shown in Fig. 1 (a-b). || As shown in Fig. 1 (c-d), the nanoparticles were uniformly decorated on the surface of the HESMA powder after mechanical mixing. || To study the anisotropy in mechanical properties, vertical (V) and horizontal (H) samples were printed, schematic drawing is shown in Fig. 1 (e).",selected_images/img117.jpg,"[{""x"":22.511848341232206,""y"":50.506490830414144,""width"":21.642969984202193,""height"":48.9594065526479,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2592,""original_height"":1150},{""x"":0.315955766192733,""y"":0.8901710282299607,""width"":22.037914691943115,""height"":49.31547496393986,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2592,""original_height"":1150},{""x"":22.511848341232206,""y"":0.7121368225839687,""width"":21.56398104265401,""height"":48.95940655264788,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2592,""original_height"":1150},{""x"":0.4739336492890771,""y"":51.0405934473521,""width"":21.642969984202193,""height"":48.9594065526479,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2592,""original_height"":1150},{""x"":44.86571879936809,""y"":1.2462394395219452,""width"":54.81832543443918,""height"":98.45291572223368,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2592,""original_height"":1150}]"
img1185,"(a) Schematic of dog-bone specimens 3D printed in orientations parallel and perpendicular to the tensile force application, (b) Stress–strain curves, (c) tensile strength, and (d) Young's modulus of LLDPE-based composites.","The mechanical performance of various composites was evaluated to understand the influence of filler loading and print orientation, with results summarized in Fig. 6 . || Mechanical anisotropy induced by the printing direction was assessed using tensile tests on two sets of 3D-printed dog-bone specimens ( Fig. 6a ): (i) a horizontal set, in which the printing path is parallel to the direction of applied tensile force, and (ii) a vertical set, where the printing path is perpendicular to the tensile direction. || As shown in Fig. 6 b–d, the incorporation of EG leads to reduced tensile strength and increased Young's modulus, along with brittle fracture behavior at low strain levels. || This reinforcing effect becomes dominant at higher EG loadings, where an increase in tensile strength is observed ( Fig. 6c ). || The observed increase in brittleness with higher EG content is reflected in the elevated Young's modulus ( Fig. 6d ) and is attributed to the confinement of the LLDPE chains within the composite.",selected_images/img1185.jpg,"[{""x"":51.01370329316561,""y"":51.17891816920947,""width"":48.98629670683433,""height"":48.82108183079052,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":3227,""original_height"":1887},{""x"":2.5141973475361965,""y"":1.8030513176144243,""width"":45.98548051783946,""height"":43.5506241331484,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":3227,""original_height"":1887},{""x"":51.013703293165655,""y"":0.4160887656033287,""width"":48.98629670683434,""height"":50.06934812760051,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":3227,""original_height"":1887},{""x"":0,""y"":49.65325936199723,""width"":48.98629670683434,""height"":50.06934812760051,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":3227,""original_height"":1887}]"
img1186,"(a) Schematic illustration of the plate-fin heatsink design and its geometrical parameters, (b) 3D printing orientation of the heatsink: fin array printed vertically and base printed horizontally, (c, d) calculated heatsink efficiency (η) and thermal resistance (R) as functions of fin array density and fin height (L), and (e, f) calculated η and R as functions of material thermal conductivity and L.","To demonstrate the practical application of thermally conductive LLDPE-based composites in WHTDs, a plate-fin heatsink structure was selected as a proof-of-concept design ( Fig. 7a ). || In contrast, the base was printed parallel to the arm-wrapping direction to retain flexibility and conformability ( Fig. 7b ). || Fig. 7c and d present the variation in heatsink efficiency and thermal resistance for fin heights ranging from 2 to 8 mm and fin array densities from 5 % to 40 %. || Theoretical analysis of heatsink performance was extended to assess the influence of material thermal conductivity across various fin heights ( Fig. 7e, 7f ). || However, Voc gains plateaued for EG loadings above 30 wt%, confirming that heatsink performance becomes limited by geometric and environmental factors once material thermal conductivity exceeds ∼2 W/(m K), consistent with previous thermal resistance analysis ( Fig. 7f ).",selected_images/img1186.jpg,"[{""x"":51.56844807743383,""y"":70.18030513176143,""width"":48.43155192256615,""height"":29.81969486823853,""rotation"":0,""rectanglelabels"":[""F""],""original_width"":2820,""original_height"":2984},{""x"":62.7223812474794,""y"":1.7246182906798546e-15,""width"":29.939504824859032,""height"":34.53536754507626,""rotation"":0,""rectanglelabels"":[""B""],""original_width"":2820,""original_height"":2984},{""x"":2.2159685068289688e-15,""y"":36.33841886269067,""width"":48.43155192256618,""height"":32.45492371705968,""rotation"":0,""rectanglelabels"":[""C""],""original_width"":2820,""original_height"":2984},{""x"":49.75241242954526,""y"":37.03190013869622,""width"":48.43155192256618,""height"":32.45492371705968,""rotation"":0,""rectanglelabels"":[""D""],""original_width"":2820,""original_height"":2984},{""x"":0,""y"":69.62552011095698,""width"":48.43155192256618,""height"":30.374479889043005,""rotation"":0,""rectanglelabels"":[""E""],""original_width"":2820,""original_height"":2984},{""x"":1.0273359498726158,""y"":0.9708737864077669,""width"":56.35671496444064,""height"":34.535367545076284,""rotation"":0,""rectanglelabels"":[""A""],""original_width"":2820,""original_height"":2984}]"
